job_title,publish,company,city,description,link,website
Business Analyst (all genders) bAV,vor 1 Woche,adesso SE,"Dortmund, Essen, Karlsruhe, Reutlingen, Düsseldorf, Bonn, Leipzig, Potsdam, Bremen, Paderborn","Als Business Analyst bist du ein wichtiger Bestandteil des Teams, unterstützt bei der Gestaltung einer Produktvision und erhebst Anforderungen.",https://www.stepstone.de/stellenangebote--Business-Analyst-all-genders-bAV-Dortmund-Essen-Karlsruhe-Reutlingen-Duesseldorf-Bonn-Leipzig-Potsdam-Bremen-Paderborn-adesso-SE--7853226-inline.html,stepstone
IT Inhouse Consultant Business Intelligence / Data Analyst (m/w/d),vor 3 Tagen,Wilhelm Böllhoff GmbH & Co. KG,Bielefeld,Zur Stärkung unseres Unternehmensbereiches Wilhelm Böllhoff GmbH & Co. KG suchen wir für unseren Hauptsitz in Bielefeld Sie als IT Inhouse Consultant Intelligence / Data (m/w/d),https://www.stepstone.de/stellenangebote--IT-Inhouse-Consultant-Business-Intelligence-Data-Analyst-m-w-d-Bielefeld-Wilhelm-Boellhoff-GmbH-Co-KG--8891819-inline.html,stepstone
IT Business Analyst (m/w/d),vor 5 Tagen,GOLDBECK GmbH,Bielefeld,"GOLDBECK GmbH * Bielefeld * Feste Anstellung * Vollzeit - GOLDBECK realisiert zukunftsweisende Immobilien in Europa. Wir verstehen Gebäude als Produkte und bieten alle Leistungen aus einer Hand: vom Design über den Bau bis zu Services im Betrieb. Aktuell beschäftigt unser Familienunternehmen mehr als 10.000 Mitarbeitende an über 90 Standorten bei einer Gesamtleistung von 4,1 Mrd. Euro. Unser Anspruch „building excellence“ steht dabei für Spitzenleistungen beim Planen, Bauen und Betreiben sowie die Weiterentwicklung unserer Talente – Zukunftsfähigkeit inklusive. Eine zukunftsorientierte Informationstechnologie stellt dabei eine wichtige Basis für unseren derzeitigen und künftigen Erfolg dar, weshalb modernste Hardware und Peripheriegeräte, eine aktuelle Entwicklungsumgebung sowie kurze Entscheidungswege für uns selbstverständlich sind. IT Inhouse Consultant (m/w/d) Auf",https://www.stepstone.de/stellenangebote--IT-Business-Analyst-m-w-d-Bielefeld-GOLDBECK-GmbH--8839228-inline.html,stepstone
Business Analyst (m/w/d) Production,vor 3 Wochen,GOLDBECK GmbH,Bielefeld,"GOLDBECK GmbH * Bielefeld * Feste Anstellung * Vollzeit - GOLDBECK realisiert zukunftsweisende Immobilien in Europa. Wir verstehen Gebäude als Produkte und bieten alle Leistungen aus einer Hand: vom Design über den Bau bis zu Services im Betrieb. Aktuell beschäftigt unser Familienunternehmen mehr als 10.000 Mitarbeitende an über 100 Standorten bei einer Gesamtleistung von rund 5 Mrd. Euro. Unser Anspruch „building excellence“ steht dabei für Spitzenleistungen beim Planen, Bauen und Betreiben sowie die Weiterentwicklung unserer Talente – Zukunftsfähigkeit inklusive. Eine zukunftsorientierte Informationstechnologie stellt dabei eine wichtige Basis für unseren derzeitigen und künftigen Erfolg dar, weshalb modernste Hardware und Peripheriegeräte, eine aktuelle Entwicklungsumgebung sowie kurze Entscheidungswege für uns selbstverständlich sind. Aufgaben * Analyse von Geschä",https://www.stepstone.de/stellenangebote--Business-Analyst-m-w-d-Production-Bielefeld-GOLDBECK-GmbH--8713487-inline.html,stepstone
(Junior) Business Analyst (m/w/d) im E-Commerce,vor 5 Tagen,Reply,"Berlin, Bremen, Düsseldorf, Frankfurt, Gütersloh, Hamburg, München, remote",Als Business Analyst bist du von Anfang an in spannende SAP CX Projekte eingebunden und entwickelst zusammen mit deinen Teamkollegen moderne IT-Lösungen für unsere namenhaften Kunden,https://www.stepstone.de/stellenangebote--Junior-Business-Analyst-m-w-d-im-E-Commerce-Berlin-Bremen-Duesseldorf-Frankfurt-Guetersloh-Hamburg-Muenchen-remote-Reply--8731327-inline.html,stepstone
ERP Specialist / Business Data Analyst (m/w/d),vor 1 Woche,DAYTON PROGRESS GmbH,"Hamburg, Köln, Bielefeld, Hannover, Berlin, Leipzig, Frankfurt am Main, Mannheim, München,",Aktuell sucht Dayton Progress einen ERP Specialist & Business Data Analyst (m/w/d).,https://www.stepstone.de/stellenangebote--ERP-Specialist-Business-Data-Analyst-m-w-d-Hamburg-Koeln-Bielefeld-Hannover-Berlin-Leipzig-Frankfurt-am-Main-Mannheim-Muenchen-DAYTON-PROGRESS-GmbH--8812571-inline.html,stepstone
Data / Business Analyst (m/w/d),vor 1 Woche,eWolff GmbH,Bielefeld,"Finde Deine Rolle und verstärke unser Team Data Analytics als Data / Business Analyst (m/w/d) * mind. 1-3 Jahre Berufserfahrung in relevanten Bereichen (Datenanalyse, Intelligence, Consulting oder ähnliches)",https://www.stepstone.de/stellenangebote--Data-Business-Analyst-m-w-d-Bielefeld-eWolff-GmbH--8227460-inline.html,stepstone
Duales Studium Wirtschaftsinformatik (B.Sc.),vor 3 Wochen,IU Internationale Hochschule,"Augsburg, Berlin, Bielefeld, Braunschweig, Bremen, Dortmund, Dresden, Düsseldorf, Erfurt, Essen",Business Analyst:in * Digital Business,https://www.stepstone.de/stellenangebote--Duales-Studium-Wirtschaftsinformatik-B-Sc-Augsburg-Berlin-Bielefeld-Braunschweig-Bremen-Dortmund-Dresden-Duesseldorf-Erfurt-Essen-IU-Internationale-Hochschule--8830256-inline.html,stepstone
Duales Studium Online-Marketing und E-Commerce – Beginn 2023,vor 3 Wochen,Franz Kaldewei GmbH & Co. KG,Ahlen,"Franz Kaldewei GmbH & Co. KG * Ahlen * Ausbildung, Studium * Vollzeit - Starte durch in Deine Zukunft - KALDEWEI ist ein deutsches inhabergeführtes Familienunternehmen mit etwa 800 Mitarbeitenden weltweit. Seit über 100 Jahren sind wir Vorreiter bei der Herstellung von hochwertigen Badlösungen, die modernen Luxus mit nachhaltigem Denken, Wirtschaften und Handeln vereinen. Unsere Duschflächen, Badewannen und Waschtische aus KALDEWEI Stahl-Emaille produzieren wir ausschließlich an unserem alleinigen Produktionsstandort in Ahlen. Aus Ahlen exportieren wir unsere hochwertigen Badlösungen „Made in Germany“ in die ganze Welt. Am Ende ihrer langen Lebensdauer können unsere Badlösungen aus Stahl-Emaille zu 100 Prozent dem Wertstoffkreislauf wieder zugeführt werden. KALDEWEI hat sich auf den Weg gemacht klimaneutral zu produzieren - aus gelebter Verantwortung gegenüber der Umw",https://www.stepstone.de/stellenangebote--Duales-Studium-Online-Marketing-und-E-Commerce-Beginn-2023-Ahlen-Franz-Kaldewei-GmbH-Co-KG--8823862-inline.html,stepstone
(Senior) Associate Data Validation Teilzeit/Vollzeit (w/m/d),vor 2 Wochen,PwC,"Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover,","PwC * Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover, * Feste Anstellung * Teilzeit,Vollzeit - Du hast Talent. Wir sind ein internationales Netzwerk aus 284.000 Mitarbeiter:innen, die ihr Wissen, ihre Erfahrungen und ihre Ideen miteinander teilen. Du suchst einen herausfordernden, spannenden Job. Wir bieten dir als weltweit führende Wirtschaftsprüfungs- und Beratungsgesellschaft ein Maximum an Möglichkeiten für einen Karriereweg nach deinen Vorstellungen. Du möchtest Verantwortung für deine Ergebnisse übernehmen, Lösungen gemeinsam mit dem Kunden entwickeln, die digitale Transformation in Deutschland vorantreiben und einen Arbeitgeber mit passenden Werten. Unser Denken und Handeln orientiert sich an Grundsätzen, die von Vertrauen, Respekt, Weitsicht, Wertschätzung und Innovation geprägt sind.",https://www.stepstone.de/stellenangebote--Senior-Associate-Data-Validation-Teilzeit-Vollzeit-w-m-d-Berlin-Bielefeld-Bremen-Duisburg-Duesseldorf-Erfurt-Essen-Frankfurt-a-M-Hamburg-Hannover-PwC--8842414-inline.html,stepstone
Manager/Teamlead (all genders) SAP FPSL,vor 1 Woche,adesso orange AG,"Dortmund, Oldenburg,Osnabrück, Paderborn, Potsdam, Reutlingen, Rostock, Saarbrücken, Stralsund,",Innerhalb der Projekte arbeitest du mit den Kunden der Fach- und IT-Seite als auch mit den Businessanalysten und Entwickler:innen im Projekt zusammen.,https://www.stepstone.de/stellenangebote--Manager-Teamlead-all-genders-SAP-FPSL-Dortmund-Oldenburg-Osnabrueck-Paderborn-Potsdam-Reutlingen-Rostock-Saarbruecken-Stralsund-adesso-orange-AG--7850899-inline.html,stepstone
Senior Consultant (all genders) OpenText StreamServe,vor 2 Wochen,adesso orange AG,"Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam","adesso orange AG * Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam * Feste Anstellung * Vollzeit - Die adesso orange AG ist Teil der adesso Group, ein börsennotiertes Beratungs- und IT-Dienstleistungsunternehmen mit rund 5.000 Mitarbeitenden. Die adesso orange AG ist im April 2021 aus einem Zusammenschluss der QUANTO AG mit der adesso Group entstanden. Als SAP® Gold-Partner bieten wie schnelle Verantwortungsübernahme und herausfordernde Aufgaben, wir arbeiten auf Augenhöhe und stärken uns gegenseitig. Wir lieben, was wir tun und entwickeln gemeinsam mit unseren Kunden zukunftsorientierte Lösungen. Unsere Leidenschaft sind technische und betriebswirtschaftliche Themen mit Schwerpunkt auf SAP® Lösungen und modernen Entwicklungstechnologien. Spätestens 2027 beendet SAP® den Support für sein Altsystem.",https://www.stepstone.de/stellenangebote--Senior-Consultant-all-genders-OpenText-StreamServe-Dortmund-Hannover-Jena-Karlsruhe-Kiel-Koeln-Leipzig-Muenchen-Nuernberg-Paderborn-Potsdam-adesso-orange-AG--7736292-inline.html,stepstone
Business Architect (m/w/d) Warehouse,vor 1 Woche,Nagel-Group | Kraftverkehr Nagel SE & Co. KG,Versmold,Projektmanagement im Rahmen der Umsetzung neuer Softwareanforderungen in enger Kooperation mit und IT * Identifizierung von Software-Demands aus dem und Erarbeitung eines realistischen Cases zur Wirtschaftlichkeitsbetrachtung * Steuerung und Priorisierung der Demands in einem systemgestützten Prozess * Überführung der Anforderungen des in ein logisches und praxisgerechtes Funktionalkonzept für die IT * Pilotierung der neuen Anwendungen und Übergabe an das zum Rollout * Mindestens 3 Jahre Berufserfahrung im IT Projektmanagement oder im Bereich Architecture,https://www.stepstone.de/stellenangebote--Business-Architect-m-w-d-Warehouse-Versmold-Nagel-Group-Kraftverkehr-Nagel-SE-Co-KG--8830470-inline.html,stepstone
Data Scientist / Analyst - Web (m/w/d),vor 1 Woche,Neue Westfälische GmbH & Co. KG,Bielefeld,"Du hast Spaß daran, Business-Anforderungen in Analytics-Fragestellungen zu übersetzen und behältst dabei mit Leichtigkeit den Überblick über unterschiedlichste Themen? Wir suchen nach einem Data /Data Scientist (m/w/d) mit dem Fokus auf unsere Website. „Wir“, das ist das Intelligence Team der Mediengruppe Neue Westfälische, das die Datenanalyse, technische Unterstützung bei der Umsetzung digitaler Kampagnen und Weiterentwicklung von KPI's und Zielgruppenanalysen für die Zeitungsgruppe treibt. * Kompetenz und Erfahrung in der -Analyse, fundierte Kenntnisse von deskriptiver Statistik und",https://www.stepstone.de/stellenangebote--Data-Scientist-Analyst-Web-m-w-d-Bielefeld-Neue-Westfaelische-GmbH-Co-KG--8866842-inline.html,stepstone
Cyber Security Analyst (m/w/d),vor 5 Tagen,OEDIV Oetker Daten- und Informationsverarbeitung KG,"Bielefeld, Rostock, Augsburg, Oldenburg, Berlin, Frankfurt am Main","Incident Response, Business Continuity Management sowie IT-Forensik sind für Dich keine Fremdwörter",https://www.stepstone.de/stellenangebote--Cyber-Security-Analyst-m-w-d-Bielefeld-Rostock-Augsburg-Oldenburg-Berlin-Frankfurt-am-Main-OEDIV-Oetker-Daten-und-Informationsverarbeitung-KG--8840315-inline.html,stepstone
Data Analyst / Scientist (m/w/d),vor 1 Woche,eWolff GmbH,Bielefeld,Finde Deine Rolle und verstärke unser Team Data Analytics als Data Analyst / Scientist (m/w/d) * Du erprobst und etablierst diese Verfahren im daily,https://www.stepstone.de/stellenangebote--Data-Analyst-Scientist-m-w-d-Bielefeld-eWolff-GmbH--8228787-inline.html,stepstone
Research Manager and Analyst (m/w/d) mit dem Schwerpunkt PLM und Shipbuilding,vor 6 Tagen,CONTACT Software GmbH,"Home-Office oder Bremen, Berlin, Paderborn, Duisburg, Köln, Frankfurt, Karlsruhe, Augsburg, München",Identifikation und Entwicklung von datengesteuerten Innovationen für Geschäftswachstum und durch Wertschöpfung durch Prozess- und Datenverständnis,https://www.stepstone.de/stellenangebote--Research-Manager-and-Analyst-m-w-d-mit-dem-Schwerpunkt-PLM-und-Shipbuilding-Home-Office-oder-Bremen-Berlin-Paderborn-Duisburg-Koeln-Frankfurt-Karlsruhe-Augsburg-Muenchen-CONTACT-Software-GmbH--8870834-inline.html,stepstone
Business Consultant (m/w/d) on-site oder remote,vor 2 Tagen,Arvato Systems Digital GmbH,Gütersloh,"Und daher suchen wir dich als Business Consultant (m/w/d) on-site oder remote für unseren Standort in Gütersloh, Rostock oder Wilhelmshaven. * Du berätst unsere Kunden bei der Entwicklung, Einführung und Optimierung von innovativen und Digitalisierungs-Strategien sowie digitalen cloudbasierten Geschäftsmodellen * Du kannst bestehende Kundenprozesse und Wertschöpfungsketten analysieren, um Zielbilder zu gestalten - dabei hast du immer den Erfolg des Kunden im Blick * Du lebst Consulting als Türöffner für Akquisen und unterstützt in Angebotssituationen * Du hast Know-how und Erfahrung in der Rolle Product Owner, Requirements Engineering, -Analyse oder System-Analyse",https://www.stepstone.de/stellenangebote--Business-Consultant-m-w-d-on-site-oder-remote-Guetersloh-Arvato-Systems-Digital-GmbH--8845269-inline.html,stepstone
Strategischer Einkäufer m|w|d Business Unit Professional,vor 3 Tagen,Miele & Cie. KG,Bielefeld,"Miele & Cie. * Bielefeld * Feste Anstellung * Vollzeit - Über Miele - Wie wird man als Familienunternehmen Weltmarktführer im Premiumsegment für Hausgeräte und gefragter Partner für Lösungen in der Gewerbe- und Medizintechnik? Indem man den Anspruch hat, es immer besser zu machen und immer besser zu werden. Diese Haltung macht das Arbeiten bei Miele und den Erfolg unserer Produkte aus. Unsere etwa 22.000 Mitarbeitenden können sich darauf verlassen: Wer unser Qualitätsstreben lebt, der wächst persönlich und fachlich daran mit. Über den Bereich - Miele Professional konzentriert sich auf Systemlösungen für Gewerbeanwendungen. Diese innovativen Konzepte umfassen Produkte in den Bereichen gewerbliches Geschirrspülen, Wäschereitechnik, Labortechnik, Dental und Medizintechnik. Für unterschiedliche Anwendungsbereiche steht der Mehrwert für die Zielgruppen im Mittelpunkt der I",https://www.stepstone.de/stellenangebote--Strategischer-Einkaeufer-mwd-Business-Unit-Professional-Bielefeld-Miele-Cie-KG--8889602-inline.html,stepstone
Praktikant/Werkstudent Nachhaltigkeit Data Specialist (w/m/d),vor 2 Wochen,PwC,"Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover","PwC * Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover * Praktikum,Studentenjobs, Werkstudent * Teilzeit,Vollzeit - Du hast Talent. Wir sind ein internationales Netzwerk aus 284.000 Mitarbeiter:innen, die ihr Wissen, ihre Erfahrungen und ihre Ideen miteinander teilen. Du suchst einen herausfordernden, spannenden Job. Wir bieten dir als weltweit führende Wirtschaftsprüfungs- und Beratungsgesellschaft ein Maximum an Möglichkeiten für einen Karriereweg nach deinen Vorstellungen. Du möchtest Verantwortung für deine Ergebnisse übernehmen, Lösungen gemeinsam mit dem Kunden entwickeln, die digitale Transformation in Deutschland vorantreiben und einen Arbeitgeber mit passenden Werten. Unser Denken und Handeln orientiert sich an Grundsätzen, die von Vertrauen, Respekt, Weitsicht, Wertschätzung und Innovation geprägt sind.",https://www.stepstone.de/stellenangebote--Praktikant-Werkstudent-Nachhaltigkeit-Data-Specialist-w-m-d-Berlin-Bielefeld-Bremen-Duisburg-Duesseldorf-Erfurt-Essen-Frankfurt-a-M-Hamburg-Hannover-PwC--8752064-inline.html,stepstone
(Junior) IT Consultant Microsoft Dynamics 365 CRM (m/w/d),vor 1 Woche,Arvato Infoscore GmbH,"Verl, Baden-Baden","Wir suchen Kolleg_innen, die Lust haben mitzugestalten und genau hinzuschauen - egal ob Berufseinsteigende, IT-Expert_innen, Data _innen, Sachbearbeiter_innen, Führungskräfte oder Quereinsteigende. * Du analysierst fortlaufend unsere und Applikationslandschaft und bringst Deine Ideen zur Optimierung dieser ein",https://www.stepstone.de/stellenangebote--Junior-IT-Consultant-Microsoft-Dynamics-365-CRM-m-w-d-Verl-Baden-Baden-Arvato-Infoscore-GmbH--8673923-inline.html,stepstone
Junior Konfigurationsmanager (m/w/d),vor 1 Woche,infoscore Business Support GmbH,"Baden-Baden, Verl","infoscore Business Support GmbH - Wir suchen Kolleg_innen, die Lust haben mitzugestalten und genau hinzuschauen - egal ob Berufseinsteigende, IT-Expert_innen, Data _innen, Sachbearbeiter_innen, Führungskräfte oder Quereinsteigende. Unternehmen: infoscore Support GmbH",https://www.stepstone.de/stellenangebote--Junior-Konfigurationsmanager-m-w-d-Baden-Baden-Verl-infoscore-Business-Support-GmbH--8702911-inline.html,stepstone
Trainee/Management Associate Risk & Data to the Chief Risk Officer (m/w/d),vor 2 Wochen,Riverty GmbH,Verl,"Wir suchen Kolleg_innen, die Lust haben mitzugestalten und genau hinzuschauen - egal ob Berufseinsteigende, IT-Expert_innen, Data _innen, Sachbearbeiter_innen, Führungskräfte oder Quereinsteigende. * Du lernst unsere Geschäftsprozesse immer besser kennen, gemeinsam mit den Teams aus den verschiedenen Risk-Einheiten (Customer Risk, Risk Governance, Data & Analytics and Client Underwriting) arbeitest Du an deren Weiterentwicklung und Optimierung unserer Risk Unit, um unsere Units bestmöglichst zu unterstützen.",https://www.stepstone.de/stellenangebote--Trainee-Management-Associate-Risk-Data-to-the-Chief-Risk-Officer-m-w-d-Verl-Riverty-GmbH--8596146-inline.html,stepstone
Quality Specialist (m/w/d) SQA OtD,vor 2 Tagen,HELLA Gruppe,Hamm,Zugleich deckt das Unternehmen mit seiner Business Group Lifecycle Solutions ein breites Service- und Produktportfolio für das Ersatzteil- und Werkstattgeschäft sowie für Hersteller von Spezialahrzeugen ab.,https://www.stepstone.de/stellenangebote--Quality-Specialist-m-w-d-SQA-OtD-Hamm-HELLA-Gruppe--8845157-inline.html,stepstone
Group Controller (m/w/d),vor 1 Woche,Amadeus FiRe AG,Gütersloh,Integration neuer Business Units in die Unternehmensgruppe,https://www.stepstone.de/stellenangebote--Group-Controller-m-w-d-Guetersloh-Amadeus-FiRe-AG--8817761-inline.html,stepstone
Controller / Business Analyst (w/d/m),vor 1 Woche,FIEGE Logistik Stiftung & Co. KG,"Münster, Homeoffice möglich",Das FIEGE eCommerce Solutions-Team sucht dich zum nächstmöglichen Zeitpunkt für die Business Unit Digital Services am Standort Münster.,https://www.stepstone.de/stellenangebote--Controller-Business-Analyst-w-d-m-Muenster-Homeoffice-moeglich-FIEGE-Logistik-Stiftung-Co-KG--8880122-inline.html,stepstone
Business Analyst Sales Excellence (m/w/d),vor 1 Woche,CompuGroup Medical SE & Co. KGaA,"Koblenz, Home-Office",for Success als Business Analyst Sales Excellence * Du stehst mit unseften in engem Austausch und unterstützt sie bei jeglicher Art von Auswertungen * Vorteilhaft sind erste Erfahrungen im -Controlling,https://www.stepstone.de/stellenangebote--Business-Analyst-Sales-Excellence-m-w-d-Koblenz-Home-Office-CompuGroup-Medical-SE-Co-KGaA--8824307-inline.html,stepstone
Business Analyst - Customer Journey Analytics (m/f/d),vor 2 Wochen,IU Internationale Hochschule,"Home-Office, bundesweit, Berlin, München","Join our team now in full time at one of our locations or 100% remote as Business Analyst - Customer Journey Analytics (m/f/d) . Be part of a growing - start your career at IU! * Train stakeholders to use your Power BI reports in their daily * You have at least two years of professional experience in analytics, website analytics, or controlling - ideally in a digital or startup company * A successfully completed degree in administration, economics, ( informatics, data science or a related field round out your profile",https://www.stepstone.de/stellenangebote--Business-Analyst-Customer-Journey-Analytics-m-f-d-Home-Office-bundesweit-Berlin-Muenchen-IU-Internationale-Hochschule--8859455-inline.html,stepstone
